ANO;MÊS;DIA;HORA;qtdDiasUteis;TotalLIGs;MédiaLIGs;TotalAtds;MédiaAtds;Ligs/Atds
2018;1;2;19:00;21;3;0.14;NULL;NULL;NULL
2021;7;15;11:00;22;4;0.18;NULL;NULL;NULL
2021;7;15;13:00;22;3;0.14;NULL;NULL;NULL
2021;7;15;16:00;22;1;0.05;NULL;NULL;NULL
2021;7;28;09:00;22;4;0.18;NULL;NULL;NULL
2021;8;2;16:00;21;2;0.10;NULL;NULL;NULL
2021;8;5;08:00;21;3;0.14;NULL;NULL;NULL
2021;8;6;09:00;21;2;0.10;NULL;NULL;NULL
2021;8;6;10:00;21;2;0.10;NULL;NULL;NULL
2021;8;6;11:00;21;1;0.05;NULL;NULL;NULL
2021;8;6;14:00;21;1;0.05;NULL;NULL;NULL
2021;8;6;15:00;21;2;0.10;NULL;NULL;NULL
2021;8;12;17:00;21;2;0.10;NULL;NULL;NULL
2021;9;8;15:00;21;4;0.19;NULL;NULL;NULL
2021;9;8;16:00;21;9;0.43;NULL;NULL;NULL
2021;9;9;11:00;21;4;0.19;0;0.00;4
2021;9;9;18:00;21;2;0.10;0;0.00;2
2021;9;10;12:00;21;1;0.05;NULL;NULL;NULL
2021;9;13;09:00;21;1;0.05;NULL;NULL;NULL
2021;9;13;10:00;21;1;0.05;NULL;NULL;NULL
2021;9;13;14:00;21;1;0.05;NULL;NULL;NULL
2021;9;14;13:00;21;1;0.05;NULL;NULL;NULL
2021;9;15;08:00;21;2;0.10;NULL;NULL;NULL
2021;9;15;10:00;21;1;0.05;NULL;NULL;NULL
2021;9;15;11:00;21;1;0.05;NULL;NULL;NULL
2021;9;15;16:00;21;1;0.05;NULL;NULL;NULL
2021;9;15;17:00;21;1;0.05;NULL;NULL;NULL
2021;9;16;12:00;21;2;0.10;NULL;NULL;NULL
2021;9;17;10:00;21;1;0.05;NULL;NULL;NULL
2021;9;20;17:00;21;2;0.10;NULL;NULL;NULL
2021;9;21;09:00;21;1;0.05;NULL;NULL;NULL
2021;9;21;10:00;21;5;0.24;NULL;NULL;NULL
2021;9;21;11:00;21;4;0.19;NULL;NULL;NULL
2021;9;21;12:00;21;2;0.10;NULL;NULL;NULL
2021;9;21;14:00;21;5;0.24;NULL;NULL;NULL
2021;9;21;15:00;21;1;0.05;NULL;NULL;NULL
2021;9;21;17:00;21;1;0.05;NULL;NULL;NULL
2021;9;21;18:00;21;1;0.05;NULL;NULL;NULL
2021;9;22;09:00;21;3;0.14;NULL;NULL;NULL
2021;9;22;12:00;21;1;0.05;NULL;NULL;NULL
2021;9;22;16:00;21;2;0.10;NULL;NULL;NULL
2021;9;23;10:00;21;2;0.10;NULL;NULL;NULL
2021;9;23;13:00;21;2;0.10;NULL;NULL;NULL
2021;9;24;08:00;21;1;0.05;NULL;NULL;NULL
2021;9;24;11:00;21;1;0.05;NULL;NULL;NULL
2021;9;27;08:00;21;5;0.24;NULL;NULL;NULL
2021;9;27;13:00;21;1;0.05;NULL;NULL;NULL
2021;9;27;15:00;21;3;0.14;NULL;NULL;NULL
2021;9;27;17:00;21;1;0.05;NULL;NULL;NULL
2021;9;28;08:00;21;1;0.05;NULL;NULL;NULL
2021;9;28;15:00;21;2;0.10;NULL;NULL;NULL
2021;9;29;08:00;21;1;0.05;NULL;NULL;NULL
2021;9;29;09:00;21;1;0.05;NULL;NULL;NULL
2021;9;29;10:00;21;2;0.10;NULL;NULL;NULL
2021;9;29;12:00;21;1;0.05;NULL;NULL;NULL
2021;9;29;15:00;21;4;0.19;NULL;NULL;NULL
2021;9;29;17:00;21;1;0.05;NULL;NULL;NULL
2021;9;29;18:00;21;2;0.10;NULL;NULL;NULL
2021;9;30;07:00;21;1;0.05;NULL;NULL;NULL
2021;9;30;08:00;21;1;0.05;NULL;NULL;NULL
2021;9;30;10:00;21;2;0.10;NULL;NULL;NULL
2021;10;1;10:00;21;1;0.05;NULL;NULL;NULL
2021;10;1;12:00;21;1;0.05;NULL;NULL;NULL
2021;10;4;08:00;21;1;0.05;0;0.00;1
2021;10;4;10:00;21;1;0.05;0;0.00;1
2021;10;4;14:00;21;4;0.19;0;0.00;4
2021;10;5;08:00;21;1;0.05;0;0.00;1
2021;10;5;11:00;21;1;0.05;0;0.00;1
2021;10;5;14:00;21;4;0.19;0;0.00;4
2021;10;5;15:00;21;3;0.14;0;0.00;3
2021;10;5;16:00;21;4;0.19;1;0.05;4
2021;10;5;17:00;21;7;0.33;1;0.05;7
2021;10;5;18:00;21;2;0.10;1;0.05;2
2021;10;6;07:00;21;5;0.24;4;0.19;1
2021;10;6;08:00;21;30;1.43;3;0.14;10
2021;10;6;09:00;21;36;1.71;4;0.19;9
2021;10;6;10:00;21;32;1.52;4;0.19;8
2021;10;6;11:00;21;25;1.19;4;0.19;6
2021;10;6;12:00;21;21;1.00;4;0.19;5
2021;10;6;13:00;21;20;0.95;5;0.24;4
2021;10;6;14:00;21;9;0.43;5;0.24;1
2021;10;6;15:00;21;8;0.38;3;0.14;2
2021;10;6;16:00;21;17;0.81;3;0.14;5
2021;10;6;17:00;21;18;0.86;3;0.14;6
2021;10;6;18:00;21;8;0.38;1;0.05;8
2021;10;7;07:00;21;16;0.76;3;0.14;5
2021;10;7;08:00;21;39;1.86;3;0.14;13
2021;10;7;09:00;21;48;2.29;4;0.19;12
2021;10;7;10:00;21;60;2.86;5;0.24;12
2021;10;7;11:00;21;51;2.43;6;0.29;8
2021;10;7;12:00;21;35;1.67;6;0.29;5
2021;10;7;13:00;21;28;1.33;7;0.33;4
2021;10;7;14:00;21;16;0.76;5;0.24;3
2021;10;7;15:00;21;23;1.10;4;0.19;5
2021;10;7;16:00;21;26;1.24;4;0.19;6
2021;10;7;17:00;21;12;0.57;2;0.10;6
2021;10;7;18:00;21;1;0.05;2;0.10;0
2021;10;8;07:00;21;38;1.81;2;0.10;19
2021;10;8;08:00;21;53;2.52;3;0.14;17
2021;10;8;09:00;21;53;2.52;3;0.14;17
2021;10;8;10:00;21;59;2.81;4;0.19;14
2021;10;8;11:00;21;64;3.05;5;0.24;12
2021;10;8;12:00;21;23;1.10;5;0.24;4
2021;10;8;13:00;21;19;0.90;6;0.29;3
2021;10;8;14:00;21;25;1.19;4;0.19;6
2021;10;8;15:00;21;19;0.90;4;0.19;4
2021;10;8;16:00;21;20;0.95;3;0.14;6
2021;10;8;17:00;21;15;0.71;2;0.10;7
2021;10;8;18:00;21;2;0.10;2;0.10;1
2021;10;11;08:00;21;1;0.05;6;0.29;0
2021;10;11;09:00;21;6;0.29;6;0.29;1
2021;10;11;10:00;21;5;0.24;6;0.29;0
2021;10;11;11:00;21;13;0.62;6;0.29;2
2021;10;11;12:00;21;2;0.10;6;0.29;0
2021;10;11;13:00;21;4;0.19;6;0.29;0
2021;10;11;14:00;21;6;0.29;2;0.10;3
2021;10;11;15:00;21;2;0.10;2;0.10;1
2021;10;11;16:00;21;6;0.29;2;0.10;3
2021;10;11;17:00;21;3;0.14;2;0.10;1
2021;10;12;09:00;21;1;0.05;2;0.10;0
2021;10;12;14:00;21;2;0.10;1;0.05;2
2021;10;12;16:00;21;1;0.05;1;0.05;1
2021;10;13;07:00;21;48;2.29;2;0.10;24
2021;10;13;08:00;21;64;3.05;2;0.10;32
2021;10;13;09:00;21;76;3.62;4;0.19;19
2021;10;13;10:00;21;69;3.29;5;0.24;13
2021;10;13;11:00;21;75;3.57;5;0.24;15
2021;10;13;12:00;21;54;2.57;5;0.24;10
2021;10;13;13:00;21;50;2.38;6;0.29;8
2021;10;13;14:00;21;49;2.33;6;0.29;8
2021;10;13;15:00;21;32;1.52;5;0.24;6
2021;10;13;16:00;21;23;1.10;5;0.24;4
2021;10;13;17:00;21;13;0.62;4;0.19;3
2021;10;13;18:00;21;3;0.14;4;0.19;0
2021;10;14;07:00;21;29;1.38;3;0.14;9
2021;10;14;08:00;21;54;2.57;2;0.10;27
2021;10;14;09:00;21;63;3.00;4;0.19;15
2021;10;14;10:00;21;58;2.76;4;0.19;14
2021;10;14;11:00;21;49;2.33;5;0.24;9
2021;10;14;12:00;21;44;2.10;5;0.24;8
2021;10;14;13:00;21;39;1.86;6;0.29;6
2021;10;14;14:00;21;23;1.10;6;0.29;3
2021;10;14;15:00;21;15;0.71;4;0.19;3
2021;10;14;16:00;21;15;0.71;3;0.14;5
2021;10;14;17:00;21;5;0.24;2;0.10;2
2021;10;15;07:00;21;15;0.71;3;0.14;5
2021;10;15;08:00;21;38;1.81;3;0.14;12
2021;10;15;09:00;21;48;2.29;3;0.14;16
2021;10;15;10:00;21;63;3.00;3;0.14;21
2021;10;15;11:00;21;44;2.10;5;0.24;8
2021;10;15;12:00;21;25;1.19;5;0.24;5
2021;10;15;13:00;21;15;0.71;6;0.29;2
2021;10;15;14:00;21;19;0.90;6;0.29;3
2021;10;15;15:00;21;15;0.71;4;0.19;3
2021;10;15;16:00;21;15;0.71;4;0.19;3
2021;10;15;17:00;21;7;0.33;2;0.10;3
2021;10;15;18:00;21;3;0.14;2;0.10;1
2021;10;17;12:00;21;2;0.10;1;0.05;2
2021;10;17;15:00;21;1;0.05;1;0.05;1
2021;10;18;07:00;21;38;1.81;3;0.14;12
2021;10;18;08:00;21;71;3.38;3;0.14;23
2021;10;18;09:00;21;72;3.43;4;0.19;18
2021;10;18;10:00;21;75;3.57;4;0.19;18
2021;10;18;11:00;21;70;3.33;6;0.29;11
2021;10;18;12:00;21;40;1.90;6;0.29;6
2021;10;18;13:00;21;20;0.95;5;0.24;4
2021;10;18;14:00;21;33;1.57;5;0.24;6
2021;10;18;15:00;21;24;1.14;3;0.14;8
2021;10;18;16:00;21;15;0.71;3;0.14;5
2021;10;18;17:00;21;27;1.29;2;0.10;13
2021;10;18;18:00;21;1;0.05;2;0.10;0
2021;10;18;19:00;21;1;0.05;2;0.10;0
2021;10;19;07:00;21;43;2.05;3;0.14;14
2021;10;19;08:00;21;67;3.19;3;0.14;22
2021;10;19;09:00;21;83;3.95;6;0.29;13
2021;10;19;10:00;21;89;4.24;6;0.29;14
2021;10;19;11:00;21;68;3.24;7;0.33;9
2021;10;19;12:00;21;47;2.24;7;0.33;6
2021;10;19;13:00;21;51;2.43;6;0.29;8
2021;10;19;14:00;21;33;1.57;6;0.29;5
2021;10;19;15:00;21;49;2.33;4;0.19;12
2021;10;19;16:00;21;38;1.81;4;0.19;9
2021;10;19;17:00;21;17;0.81;2;0.10;8
2021;10;19;18:00;21;17;0.81;2;0.10;8
2021;10;19;19:00;21;1;0.05;2;0.10;0
2021;10;20;07:00;21;27;1.29;5;0.24;5
2021;10;20;08:00;21;46;2.19;6;0.29;7
2021;10;20;09:00;21;77;3.67;8;0.38;9
2021;10;20;10:00;21;76;3.62;8;0.38;9
2021;10;20;11:00;21;65;3.10;9;0.43;7
2021;10;20;12:00;21;62;2.95;9;0.43;6
2021;10;20;13:00;21;50;2.38;7;0.33;7
2021;10;20;14:00;21;25;1.19;6;0.29;4
2021;10;20;15:00;21;22;1.05;4;0.19;5
2021;10;20;16:00;21;23;1.10;4;0.19;5
2021;10;20;17:00;21;13;0.62;3;0.14;4
2021;10;20;19:00;21;1;0.05;3;0.14;0
2021;10;21;07:00;21;23;1.10;5;0.24;4
2021;10;21;08:00;21;45;2.14;4;0.19;11
2021;10;21;09:00;21;50;2.38;5;0.24;10
2021;10;21;10:00;21;52;2.48;6;0.29;8
2021;10;21;11:00;21;49;2.33;7;0.33;7
2021;10;21;12:00;21;38;1.81;6;0.29;6
2021;10;21;13:00;21;30;1.43;7;0.33;4
2021;10;21;14:00;21;32;1.52;5;0.24;6
2021;10;21;15:00;21;24;1.14;3;0.14;8
2021;10;21;16:00;21;18;0.86;3;0.14;6
2021;10;21;17:00;21;20;0.95;3;0.14;6
2021;10;21;18:00;21;3;0.14;2;0.10;1
2021;10;22;07:00;21;15;0.71;5;0.24;3
2021;10;22;08:00;21;25;1.19;7;0.33;3
2021;10;22;09:00;21;27;1.29;8;0.38;3
2021;10;22;10:00;21;39;1.86;8;0.38;4
2021;10;22;11:00;21;29;1.38;8;0.38;3
2021;10;22;12:00;21;34;1.62;8;0.38;4
2021;10;22;13:00;21;18;0.86;8;0.38;2
2021;10;22;14:00;21;21;1.00;6;0.29;3
2021;10;22;15:00;21;18;0.86;4;0.19;4
2021;10;22;16:00;21;10;0.48;4;0.19;2
2021;10;22;17:00;21;11;0.52;4;0.19;2
2021;10;22;18:00;21;2;0.10;4;0.19;0
2021;10;23;08:00;21;2;0.10;2;0.10;1
2021;10;23;09:00;21;2;0.10;2;0.10;1
2021;10;23;10:00;21;2;0.10;2;0.10;1
2021;10;24;09:00;21;1;0.05;2;0.10;0
2021;10;24;12:00;21;6;0.29;2;0.10;3
2021;10;24;14:00;21;1;0.05;1;0.05;1
2021;10;25;07:00;21;41;1.95;5;0.24;8
2021;10;25;08:00;21;83;3.95;5;0.24;16
2021;10;25;09:00;21;115;5.48;7;0.33;16
2021;10;25;10:00;21;101;4.81;7;0.33;14
2021;10;25;11:00;21;47;2.24;8;0.38;5
2021;10;25;12:00;21;40;1.90;8;0.38;5
2021;10;25;13:00;21;49;2.33;8;0.38;6
2021;10;25;14:00;21;30;1.43;7;0.33;4
2021;10;25;15:00;21;48;2.29;5;0.24;9
2021;10;25;16:00;21;36;1.71;5;0.24;7
2021;10;25;17:00;21;16;0.76;3;0.14;5
2021;10;25;18:00;21;5;0.24;3;0.14;1
2021;10;26;07:00;21;29;1.38;5;0.24;5
2021;10;26;08:00;21;49;2.33;5;0.24;9
2021;10;26;09:00;21;66;3.14;8;0.38;8
2021;10;26;10:00;21;44;2.10;8;0.38;5
2021;10;26;11:00;21;41;1.95;8;0.38;5
2021;10;26;12:00;21;29;1.38;8;0.38;3
2021;10;26;13:00;21;34;1.62;7;0.33;4
2021;10;26;14:00;21;25;1.19;6;0.29;4
2021;10;26;15:00;21;21;1.00;3;0.14;7
2021;10;26;16:00;21;32;1.52;3;0.14;10
2021;10;26;17:00;21;17;0.81;3;0.14;5
2021;10;26;18:00;21;1;0.05;3;0.14;0
2021;10;27;07:00;21;10;0.48;5;0.24;2
2021;10;27;08:00;21;34;1.62;6;0.29;5
2021;10;27;09:00;21;50;2.38;9;0.43;5
2021;10;27;10:00;21;54;2.57;9;0.43;6
2021;10;27;11:00;21;51;2.43;9;0.43;5
2021;10;27;12:00;21;44;2.10;9;0.43;4
2021;10;27;13:00;21;38;1.81;8;0.38;4
2021;10;27;14:00;21;20;0.95;7;0.33;2
2021;10;27;15:00;21;33;1.57;4;0.19;8
2021;10;27;16:00;21;17;0.81;4;0.19;4
2021;10;27;17:00;21;13;0.62;3;0.14;4
2021;10;27;18:00;21;4;0.19;3;0.14;1
2021;10;28;07:00;21;17;0.81;5;0.24;3
2021;10;28;08:00;21;27;1.29;7;0.33;3
2021;10;28;09:00;21;69;3.29;8;0.38;8
2021;10;28;10:00;21;45;2.14;8;0.38;5
2021;10;28;11:00;21;44;2.10;9;0.43;4
2021;10;28;12:00;21;31;1.48;10;0.48;3
2021;10;28;13:00;21;16;0.76;9;0.43;1
2021;10;28;14:00;21;21;1.00;8;0.38;2
2021;10;28;15:00;21;20;0.95;6;0.29;3
2021;10;28;16:00;21;16;0.76;5;0.24;3
2021;10;28;17:00;21;17;0.81;4;0.19;4
2021;10;28;18:00;21;2;0.10;4;0.19;0
2021;10;29;07:00;21;8;0.38;3;0.14;2
2021;10;29;08:00;21;43;2.05;5;0.24;8
2021;10;29;09:00;21;50;2.38;7;0.33;7
2021;10;29;10:00;21;43;2.05;7;0.33;6
2021;10;29;11:00;21;28;1.33;8;0.38;3
2021;10;29;12:00;21;26;1.24;6;0.29;4
2021;10;29;13:00;21;30;1.43;8;0.38;3
2021;10;29;14:00;21;21;1.00;5;0.24;4
2021;10;29;15:00;21;31;1.48;5;0.24;6
2021;10;29;16:00;21;18;0.86;5;0.24;3
2021;10;29;17:00;21;8;0.38;4;0.19;2
2021;10;29;18:00;21;2;0.10;3;0.14;0
2021;10;30;08:00;21;1;0.05;2;0.10;0
2021;10;30;11:00;21;1;0.05;2;0.10;0
2021;10;30;12:00;21;1;0.05;3;0.14;0
2021;10;30;13:00;21;2;0.10;2;0.10;1
2021;10;31;10:00;21;2;0.10;2;0.10;1
2021;10;31;13:00;21;1;0.05;2;0.10;0
2021;10;31;15:00;21;1;0.05;2;0.10;0
2021;11;1;07:00;21;1;0.05;0;0.00;1
2021;11;1;08:00;21;3;0.14;4;0.19;0
2021;11;1;09:00;21;7;0.33;4;0.19;1
2021;11;1;10:00;21;4;0.19;4;0.19;1
2021;11;1;11:00;21;2;0.10;4;0.19;0
2021;11;1;13:00;21;7;0.33;4;0.19;1
2021;11;1;14:00;21;3;0.14;0;0.00;3
2021;11;1;15:00;21;2;0.10;0;0.00;2
2021;11;1;16:00;21;3;0.14;0;0.00;3
2021;11;2;08:00;21;1;0.05;1;0.05;1
2021;11;2;09:00;21;1;0.05;1;0.05;1
2021;11;2;10:00;21;2;0.10;1;0.05;2
2021;11;2;12:00;21;2;0.10;1;0.05;2
2021;11;2;18:00;21;1;0.05;2;0.10;0
2021;11;3;07:00;21;73;3.48;4;0.19;18
2021;11;3;08:00;21;112;5.33;4;0.19;28
2021;11;3;09:00;21;116;5.52;7;0.33;16
2021;11;3;10:00;21;88;4.19;8;0.38;11
2021;11;3;11:00;21;64;3.05;9;0.43;7
2021;11;3;12:00;21;41;1.95;9;0.43;4
2021;11;3;13:00;21;49;2.33;8;0.38;6
2021;11;3;14:00;21;37;1.76;7;0.33;5
2021;11;3;15:00;21;52;2.48;4;0.19;13
2021;11;3;16:00;21;44;2.10;4;0.19;11
2021;11;3;17:00;21;10;0.48;2;0.10;5
2021;11;3;18:00;21;11;0.52;2;0.10;5
2021;11;4;07:00;21;44;2.10;5;0.24;8
2021;11;4;08:00;21;49;2.33;7;0.33;7
2021;11;4;09:00;21;74;3.52;9;0.43;8
2021;11;4;10:00;21;54;2.57;8;0.38;6
2021;11;4;11:00;21;41;1.95;12;0.57;3
2021;11;4;12:00;21;40;1.90;12;0.57;3
2021;11;4;13:00;21;31;1.48;10;0.48;3
2021;11;4;14:00;21;37;1.76;8;0.38;4
2021;11;4;15:00;21;30;1.43;5;0.24;6
2021;11;4;16:00;21;22;1.05;4;0.19;5
2021;11;4;17:00;21;10;0.48;2;0.10;5
2021;11;4;18:00;21;2;0.10;2;0.10;1
2021;11;5;07:00;21;18;0.86;5;0.24;3
2021;11;5;08:00;21;39;1.86;6;0.29;6
2021;11;5;09:00;21;55;2.62;8;0.38;6
2021;11;5;10:00;21;64;3.05;8;0.38;8
2021;11;5;11:00;21;72;3.43;10;0.48;7
2021;11;5;12:00;21;22;1.05;10;0.48;2
2021;11;5;13:00;21;27;1.29;10;0.48;2
2021;11;5;14:00;21;37;1.76;7;0.33;5
2021;11;5;15:00;21;31;1.48;5;0.24;6
2021;11;5;16:00;21;22;1.05;5;0.24;4
2021;11;5;17:00;21;10;0.48;3;0.14;3
2021;11;5;18:00;21;3;0.14;3;0.14;1
2021;11;6;10:00;21;4;0.19;2;0.10;2
2021;11;6;14:00;21;2;0.10;2;0.10;1
2021;11;6;15:00;21;1;0.05;2;0.10;0
2021;11;7;13:00;21;1;0.05;3;0.14;0
2021;11;7;15:00;21;1;0.05;2;0.10;0
2021;11;8;07:00;21;14;0.67;5;0.24;2
2021;11;8;08:00;21;27;1.29;6;0.29;4
2021;11;8;09:00;21;38;1.81;8;0.38;4
2021;11;8;10:00;21;47;2.24;8;0.38;5
2021;11;8;11:00;21;46;2.19;11;0.52;4
2021;11;8;12:00;21;27;1.29;10;0.48;2
2021;11;8;13:00;21;44;2.10;9;0.43;4
2021;11;8;14:00;21;36;1.71;6;0.29;6
2021;11;8;15:00;21;31;1.48;4;0.19;7
2021;11;8;16:00;21;26;1.24;3;0.14;8
2021;11;8;17:00;21;23;1.10;2;0.10;11
2021;11;8;18:00;21;4;0.19;2;0.10;2
2021;11;9;07:00;21;28;1.33;6;0.29;4
2021;11;9;08:00;21;33;1.57;7;0.33;4
2021;11;9;09:00;21;73;3.48;10;0.48;7
2021;11;9;10:00;21;48;2.29;10;0.48;4
2021;11;9;11:00;21;40;1.90;12;0.57;3
2021;11;9;12:00;21;27;1.29;12;0.57;2
2021;11;9;13:00;21;28;1.33;11;0.52;2
2021;11;9;14:00;21;19;0.90;9;0.43;2
2021;11;9;15:00;21;27;1.29;6;0.29;4
2021;11;9;16:00;21;27;1.29;2;0.10;13
2021;11;9;17:00;21;15;0.71;2;0.10;7
2021;11;9;18:00;21;1;0.05;2;0.10;0
2021;11;10;07:00;21;13;0.62;5;0.24;2
2021;11;10;08:00;21;37;1.76;7;0.33;5
2021;11;10;09:00;21;46;2.19;10;0.48;4
2021;11;10;10:00;21;32;1.52;10;0.48;3
2021;11;10;11:00;21;34;1.62;12;0.57;2
2021;11;10;12:00;21;35;1.67;12;0.57;2
2021;11;10;13:00;21;36;1.71;9;0.43;4
2021;11;10;14:00;21;30;1.43;6;0.29;5
2021;11;10;15:00;21;43;2.05;4;0.19;10
2021;11;10;16:00;21;18;0.86;3;0.14;6
2021;11;10;17:00;21;11;0.52;2;0.10;5
2021;11;10;18:00;21;4;0.19;2;0.10;2
2021;11;11;07:00;21;17;0.81;5;0.24;3
2021;11;11;08:00;21;25;1.19;7;0.33;3
2021;11;11;09:00;21;47;2.24;9;0.43;5
2021;11;11;10:00;21;55;2.62;9;0.43;6
2021;11;11;11:00;21;47;2.24;11;0.52;4
2021;11;11;12:00;21;36;1.71;11;0.52;3
2021;11;11;13:00;21;24;1.14;8;0.38;3
2021;11;11;14:00;21;32;1.52;7;0.33;4
2021;11;11;15:00;21;24;1.14;6;0.29;4
2021;11;11;16:00;21;21;1.00;5;0.24;4
2021;11;11;17:00;21;8;0.38;2;0.10;4
2021;11;11;18:00;21;6;0.29;2;0.10;3
2021;11;12;07:00;21;12;0.57;5;0.24;2
2021;11;12;08:00;21;20;0.95;6;0.29;3
2021;11;12;09:00;21;29;1.38;8;0.38;3
2021;11;12;10:00;21;33;1.57;10;0.48;3
2021;11;12;11:00;21;42;2.00;12;0.57;3
2021;11;12;12:00;21;27;1.29;12;0.57;2
2021;11;12;13:00;21;17;0.81;11;0.52;1
2021;11;12;14:00;21;22;1.05;10;0.48;2
2021;11;12;15:00;21;13;0.62;6;0.29;2
2021;11;12;16:00;21;13;0.62;6;0.29;2
2021;11;12;17:00;21;6;0.29;4;0.19;1
2021;11;12;18:00;21;4;0.19;3;0.14;1
2021;11;13;09:00;21;2;0.10;2;0.10;1
2021;11;13;10:00;21;1;0.05;2;0.10;0
2021;11;13;13:00;21;2;0.10;2;0.10;1
2021;11;13;14:00;21;1;0.05;2;0.10;0
2021;11;13;17:00;21;1;0.05;1;0.05;1
2021;11;14;10:00;21;1;0.05;1;0.05;1
2021;11;14;12:00;21;4;0.19;0;0.00;4
2021;11;14;15:00;21;2;0.10;2;0.10;1
2021;11;15;09:00;21;2;0.10;2;0.10;1
2021;11;15;17:00;21;2;0.10;2;0.10;1
2021;11;16;07:00;21;62;2.95;4;0.19;15
2021;11;16;08:00;21;67;3.19;4;0.19;16
2021;11;16;09:00;21;105;5.00;8;0.38;13
2021;11;16;10:00;21;64;3.05;9;0.43;7
2021;11;16;11:00;21;61;2.90;11;0.52;5
2021;11;16;12:00;21;61;2.90;11;0.52;5
2021;11;16;13:00;21;70;3.33;9;0.43;7
2021;11;16;14:00;21;69;3.29;9;0.43;7
2021;11;16;15:00;21;38;1.81;5;0.24;7
2021;11;16;16:00;21;28;1.33;5;0.24;5
2021;11;16;17:00;21;19;0.90;3;0.14;6
2021;11;16;18:00;21;9;0.43;3;0.14;3
2021;11;17;07:00;21;26;1.24;4;0.19;6
2021;11;17;08:00;21;80;3.81;5;0.24;16
2021;11;17;09:00;21;53;2.52;8;0.38;6
2021;11;17;10:00;21;77;3.67;9;0.43;8
2021;11;17;11:00;21;64;3.05;11;0.52;5
2021;11;17;12:00;21;53;2.52;11;0.52;4
2021;11;17;13:00;21;22;1.05;9;0.43;2
2021;11;17;14:00;21;32;1.52;9;0.43;3
2021;11;17;15:00;21;26;1.24;4;0.19;6
2021;11;17;16:00;21;24;1.14;4;0.19;6
2021;11;17;17:00;21;16;0.76;3;0.14;5
2021;11;17;18:00;21;3;0.14;3;0.14;1
2021;11;18;07:00;21;18;0.86;4;0.19;4
2021;11;18;08:00;21;50;2.38;5;0.24;10
2021;11;18;09:00;21;56;2.67;8;0.38;7
2021;11;18;10:00;21;47;2.24;9;0.43;5
2021;11;18;11:00;21;47;2.24;11;0.52;4
2021;11;18;12:00;21;32;1.52;11;0.52;2
2021;11;18;13:00;21;22;1.05;8;0.38;2
2021;11;18;14:00;21;22;1.05;8;0.38;2
2021;11;18;15:00;21;26;1.24;4;0.19;6
2021;11;18;16:00;21;18;0.86;3;0.14;6
2021;11;18;17:00;21;8;0.38;2;0.10;4
2021;11;18;18:00;21;3;0.14;2;0.10;1
2021;11;19;07:00;21;23;1.10;4;0.19;5
2021;11;19;08:00;21;38;1.81;5;0.24;7
2021;11;19;09:00;21;39;1.86;8;0.38;4
2021;11;19;10:00;21;56;2.67;9;0.43;6
2021;11;19;11:00;21;39;1.86;11;0.52;3
2021;11;19;12:00;21;36;1.71;10;0.48;3
2021;11;19;13:00;21;18;0.86;9;0.43;2
2021;11;19;14:00;21;16;0.76;8;0.38;2
2021;11;19;15:00;21;10;0.48;5;0.24;2
2021;11;19;16:00;21;12;0.57;4;0.19;3
2021;11;19;17:00;21;5;0.24;2;0.10;2
2021;11;19;18:00;21;5;0.24;2;0.10;2
2021;11;20;08:00;21;2;0.10;2;0.10;1
2021;11;20;09:00;21;3;0.14;2;0.10;1
2021;11;20;10:00;21;3;0.14;2;0.10;1
2021;11;20;11:00;21;1;0.05;2;0.10;0
2021;11;20;12:00;21;1;0.05;2;0.10;0
2021;11;20;17:00;21;4;0.19;2;0.10;2
2021;11;20;18:00;21;2;0.10;2;0.10;1
2021;11;22;07:00;21;15;0.71;4;0.19;3
2021;11;22;08:00;21;43;2.05;6;0.29;7
2021;11;22;09:00;21;61;2.90;10;0.48;6
2021;11;22;10:00;21;72;3.43;10;0.48;7
2021;11;22;11:00;21;45;2.14;12;0.57;3
2021;11;22;12:00;21;28;1.33;11;0.52;2
2021;11;22;13:00;21;39;1.86;10;0.48;3
2021;11;22;14:00;21;30;1.43;8;0.38;3
2021;11;22;15:00;21;30;1.43;4;0.19;7
2021;11;22;16:00;21;26;1.24;4;0.19;6
2021;11;22;17:00;21;9;0.43;3;0.14;3
2021;11;22;18:00;21;3;0.14;3;0.14;1
2021;11;23;07:00;21;17;0.81;4;0.19;4
2021;11;23;08:00;21;63;3.00;5;0.24;12
2021;11;23;09:00;21;53;2.52;9;0.43;5
2021;11;23;10:00;21;57;2.71;9;0.43;6
2021;11;23;11:00;21;54;2.57;11;0.52;4
2021;11;23;12:00;21;35;1.67;9;0.43;3
2021;11;23;13:00;21;37;1.76;8;0.38;4
2021;11;23;14:00;21;34;1.62;7;0.33;4
2021;11;23;15:00;21;25;1.19;2;0.10;12
2021;11;23;16:00;21;23;1.10;2;0.10;11
2021;11;23;17:00;21;7;0.33;1;0.05;7
2021;11;23;18:00;21;7;0.33;1;0.05;7
2021;11;24;07:00;21;12;0.57;4;0.19;3
2021;11;24;08:00;21;38;1.81;6;0.29;6
2021;11;24;09:00;21;40;1.90;10;0.48;4
2021;11;24;10:00;21;52;2.48;10;0.48;5
2021;11;24;11:00;21;47;2.24;12;0.57;3
2021;11;24;12:00;21;54;2.57;9;0.43;6
2021;11;24;13:00;21;25;1.19;9;0.43;2
2021;11;24;14:00;21;38;1.81;8;0.38;4
